id,title,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes,is_best_movie_by_year,is_best_movie,is_best_show_by_year,is_best_show
tm359975,The Chase,2017,,110,tt8088944,6.6,2957,0,0,0,0
ts79330,Girls Incarcerated,2018,TV-MA,45,tt8092942,7.3,1073,0,0,0,0
tm369389,The Silence of Others,2019,,95,tt8099236,8.0,2048,0,0,0,0
tm452574,"Ray Romano: Right Here, Around the Corner",2019,,58,tt8101766,7.2,1654,0,0,0,0
ts81064,Legacies,2018,TV-14,42,tt8103070,7.3,28877,0,0,0,0
ts84780,Wild District,2018,TV-MA,45,tt8105958,8.2,1898,0,0,0,0
tm417553,6 Underground,2019,R,127,tt8106534,6.1,168919,0,0,0,0
tm411358,The American Meme,2018,,95,tt8106558,6.8,17034,0,0,0,0
tm376801,The Rachel Divide,2018,,104,tt8106570,6.3,2512,0,0,0,0
tm404475,The Bleeding Edge,2018,,100,tt8106576,7.6,2671,0,0,0,0
tm463806,The Legend of Cocaine Island,2018,,87,tt8106596,6.3,3287,0,0,0,0
ts85480,Carole & Tuesday,2019,TV-PG,23,tt8107988,7.8,1979,0,0,0,0
ts95274,Age of Tanks,2017,TV-PG,54,tt8107992,7.3,852,0,0,0,0
tm423624,Ek Ladki Ko Dekha Toh Aisa Laga,2019,,121,tt8108164,5.6,4288,0,0,0,0
tm422715,Stree,2018,,128,tt8108202,7.6,32814,0,1,0,0
tm374226,Gad Elmaleh: American Dream,2018,,57,tt8110630,7.2,1028,0,0,0,0
tm448792,In the Shadow of the Moon,2019,R,115,tt8110640,6.2,49894,0,0,0,0
ts86726,Tidying Up with Marie Kondo,2019,TV-PG,34,tt8115560,6.6,3529,0,0,0,0
ts89336,Charlie's Colorforms City,2019,TV-Y,23,tt8115672,7.0,148,0,0,0,0
ts112667,Go! Go! Cory Carson,2020,TV-Y,9,tt8115702,7.9,238,0,0,0,0
ts79409,A.I.C.O. -Incarnation-,2018,TV-14,24,tt8116380,6.3,1189,0,0,0,0
tm836662,Go!,2020,,103,tt8116640,5.9,2723,0,0,0,0
tm410748,The Most Unknown,2018,,92,tt8126390,6.6,2067,0,0,0,0
tm428558,High Flying Bird,2019,,90,tt8128188,6.2,8514,0,0,0,0
ts84372,YG Future Strategy Office,2018,TV-MA,27,tt8129694,6.9,204,0,0,0,0
tm973335,The Body,2019,,104,tt8130904,5.5,3321,0,0,0,0
tm458328,Badla,2019,PG-13,120,tt8130968,7.8,27130,0,1,0,0
tm349134,Fabrizio Copano: solo pienso en mí,2017,,59,tt8134310,5.0,33,0,0,0,0
tm408941,Mercury 13,2018,NC-17,79,tt8139850,6.9,1160,0,0,0,0
ts83745,Norm Macdonald Has a Show,2018,,35,tt8139862,8.6,3473,0,0,0,0
tm404828,Yoo Byung Jae: Too Much Information,2018,,63,tt8140738,5.3,53,0,0,0,0
tm915043,The F**k-It List,2020,R,103,tt8145202,5.1,5866,0,0,0,0
tm1110150,There's Someone Inside Your House,2021,,86,tt8150814,4.8,14421,0,0,0,0
ts83025,Baby Ballroom,2017,,45,tt8159960,7.8,198,0,0,0,0
ts85276,Hymn of Death,2018,,45,tt8160064,7.6,1104,0,0,0,0
ts80411,Lawless Lawyer,2018,TV-14,64,tt8160178,7.7,1572,0,0,0,0
ts89876,Lunatics,2019,TV-MA,36,tt8164794,6.6,3136,0,0,0,0
ts79695,Sintonia,2019,TV-MA,44,tt8165086,6.7,1067,0,0,0,0
tm413082,Recovery Boys,2018,,90,tt8167872,6.7,714,0,0,0,0
tm434917,I Am Jonas,2018,,82,tt8168186,7.0,5598,0,0,0,0
tm418847,The Silence,2019,PG-13,91,tt8169224,5.3,43732,0,0,0,0
tm458553,Wine Country,2019,R,103,tt8169446,5.4,20836,0,0,0,0
ts112279,Empire Games,2018,,49,tt8171234,5.8,306,0,0,0,0
tm455161,Panipat,2019,,171,tt8176040,5.4,5438,0,0,0,0
tm405849,Flavors of Youth,2018,PG-13,74,tt8176578,6.6,7206,0,0,0,0
tm408306,Seth Rogen's Hilarity for Charity,2018,,70,tt8178116,5.0,2360,0,0,0,0
tm503508,Earthquake Bird,2019,R,107,tt8178486,5.9,14154,0,0,0,0
tm443186,Generation Iron 3,2018,,75,tt8178958,6.2,3333,0,0,0,0
tm420455,Rim of the World,2019,PG,99,tt8179388,5.2,23651,0,0,0,0
ts271888,Fate: The Winx Saga,2021,TV-MA,50,tt8179402,6.8,37995,0,0,0,0
tm858471,The Bridge,2017,,115,tt8193396,5.6,36,0,0,0,0
ts81526,November 13: Attack on Paris,2018,TV-MA,54,tt8194716,8.3,3105,0,0,0,0
ts83359,100 Days My Prince,2018,TV-14,75,tt8199972,7.8,1938,0,0,0,0
ts80313,Bobby Kennedy for President,2018,TV-MA,61,tt8200004,8.1,1759,0,0,0,0
tm464557,The Perfect Date,2019,PG-13,93,tt8201170,5.8,37913,0,0,0,0
tm407881,Fary Is the New Black,2018,,74,tt8201924,5.8,132,0,0,0,0
tm1081074,Justine,2019,,105,tt8202262,6.7,704,0,0,0,0
tm418039,LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,2018,,22,tt8205250,5.6,551,0,0,0,0
tm435836,Mere Pyare Prime Minister,2019,,104,tt8207768,6.8,635,0,0,0,0
ts84661,Cursed,2020,TV-MA,55,tt8210856,5.8,29446,0,0,0,0
tm447755,Back of the Net,2019,,86,tt8211214,5.1,680,0,0,0,0
tm139870,Opening Night,2016,,90,tt8215284,6.0,2610,0,0,0,0
tm823302,Alice Júnior,2019,PG-13,90,tt8217188,6.8,532,0,0,0,0
tm404449,Ayotzinapa: The Turtle's Pace,2018,,80,tt8219520,7.4,204,0,0,0,0
ts81318,When Heroes Fly,2018,,48,tt8220344,7.1,3123,0,0,0,0
tm406831,Modest Heroes,2018,PG,53,tt8223844,6.6,2646,0,0,0,0
tm824398,The Platform,2019,,94,tt8228288,7.0,207877,0,1,0,0
tm453994,The Body Remembers When the World Broke Open,2019,,105,tt8230872,7.0,731,0,0,0,0
tm1038369,Good on Paper,2021,R,92,tt8231668,5.6,11401,0,0,0,0
tm431169,Late Life: The Chien-Ming Wang Story,2018,,97,tt8234502,7.2,465,0,0,0,0
ts83540,Paradise PD,2018,TV-MA,27,tt8235236,6.8,17779,0,0,0,0
ts85170,Memories of the Alhambra,2018,TV-MA,68,tt8236556,7.8,5363,0,0,0,0
tm863919,Extinct,2021,,85,tt8241000,5.4,2393,0,0,0,0
tm460360,4 latas,2019,,105,tt8242160,5.9,3189,0,0,0,0
ts81583,Life,2018,,64,tt8243158,7.6,688,0,0,0,0
tm897170,Furie,2019,,98,tt8246392,5.6,2731,0,0,0,0
ts58061,Memories of Love,2018,TV-PG,44,tt8246636,5.9,16,0,0,0,0
tm407827,Girl,2018,R,105,tt8254556,7.1,14046,0,1,0,0
ts111582,The Platform,2018,TV-14,45,tt8254954,6.2,7,0,0,0,0
tm502532,Fantastic Fungi,2019,,81,tt8258074,7.4,7890,0,0,0,0
tm408104,Greg Davies: You Magnificent Beast,2018,,66,tt8259682,7.1,2328,0,0,0,0
tm438994,The Holiday Calendar,2018,,95,tt8262802,5.7,9985,0,0,0,0
tm415938,No One Will Ever Know,2018,,102,tt8267320,6.2,135,0,0,0,0
tm373471,90 ML,2019,,125,tt8268916,3.4,571,0,0,0,0
ts80466,Secret Agent Selection: WW2,2018,,59,tt8268994,7.8,551,0,0,0,0
tm411507,John Mulaney: Kid Gorgeous at Radio City,2018,R,65,tt8271714,7.9,7696,0,0,0,0
tm420789,Lilli,2018,PG,91,tt8273258,5.7,278,0,0,0,0
tm444564,Tattoo of Revenge,2018,R,150,tt8276106,4.9,112,0,0,0,0
ts85895,Better Than Us,2018,TV-MA,52,tt8285216,7.3,8711,0,0,0,0
tm445153,Njan Prakashan,2018,G,131,tt8286926,7.6,4304,0,0,0,0
ts88613,Formula 1: Drive to Survive,2019,TV-MA,38,tt8289930,8.6,36661,0,0,0,1
ts83657,The Order,2019,TV-MA,48,tt8295472,6.7,27286,0,0,0,0
ts80030,Fastest Car,2018,TV-MA,45,tt8295694,7.1,1324,0,0,0,0
tm502151,A Remarkable Tale,2019,PG,93,tt8296660,5.3,1159,0,0,0,0
tm984155,The Devil Below,2021,R,89,tt8299850,4.2,4093,0,0,0,0
ts82892,I Am a Killer,2018,TV-MA,46,tt8300324,7.4,3937,0,0,0,0
tm423373,Andhadhun,2018,R,139,tt8303792,8.2,88359,1,1,0,0
tm475815,The Zoya Factor,2019,,134,tt8304386,4.2,2378,0,0,0,0
ts87008,Turn Up Charlie,2019,TV-MA,26,tt8304498,7.1,7251,0,0,0,0
tm912100,Bruised,2021,R,129,tt8310474,6.1,13968,0,0,0,0
tm317542,1922,2017,,102,tt8312644,6.2,60982,0,0,0,0
tm76557,No Longer Kids,1979,,235,tt8312792,9.0,943,0,0,0,0
tm373655,Sarvam Thaala Mayam,2019,PG,133,tt8319768,7.6,1231,0,0,0,0
ts111206,Fast & Furious Spy Racers,2019,,26,tt8322592,5.7,1444,0,0,0,0
tm444799,Christmas Catch,2018,,80,tt8322908,5.3,1428,0,0,0,0
ts94677,Worst Roommate Ever,2022,TV-MA,47,tt8323702,8.1,8,0,0,0,0
tm411257,Kevin James: Never Don't Give Up,2018,PG,62,tt8324578,6.1,1448,0,0,0,0
tm451171,Sylvia,2018,,130,tt8326250,4.7,126,0,0,0,0
tm411528,Enissa Amani: Ehrenwort,2018,PG,65,tt8328418,5.5,194,0,0,0,0
ts80413,Busted!,2018,TV-14,75,tt8328460,7.6,898,0,0,0,0
tm411750,Doom: Annihilation,2019,R,97,tt8328716,3.7,9200,0,0,0,0
tm413557,Okko's Inn,2018,PG,94,tt8328740,7.0,1803,0,0,0,0
tm440208,Hadithi za Kumekucha: Fatuma,2018,,85,tt8329296,7.6,8,0,0,0,0
tm449860,King of Boys,2018,,169,tt8329618,6.1,404,0,0,0,0
tm317850,Meet The in-Laws,2016,,75,tt8332742,6.0,23,0,0,0,0
tm411856,Hari Kondabolu: Warn Your Relatives,2018,,67,tt8342748,6.5,837,0,0,0,0
ts80705,Evil Genius,2018,TV-MA,48,tt8342862,7.5,27516,0,0,0,1
tm412273,Tig Notaro: Happy To Be Here,2018,,58,tt8342946,6.6,1327,0,0,0,0
tm411467,Dany Boon: Des Hauts-De-France,2018,,90,tt8352124,6.2,91,0,0,0,0
tm453727,Deadly Switch,2019,,86,tt8354582,4.5,1303,0,0,0,0
ts58528,Inside West Coast Customs,2011,TV-PG,47,tt8358972,7.4,42,0,0,0,0
tm420348,Cam,2018,,95,tt8361028,5.9,31042,0,0,0,0
tm889647,The Stand at Paxton County,2020,R,102,tt8362228,6.4,1069,0,0,0,0
ts85686,The Casketeers,2018,TV-14,22,tt8365054,7.5,450,0,0,0,0
ts110703,Interior Design Masters,2019,,57,tt8367694,6.4,1356,0,0,0,0
tm441050,The Gentlemen,2019,R,113,tt8367814,7.8,314049,0,1,0,0
tm501313,Gunpowder Milkshake,2021,R,114,tt8368408,6.0,40888,0,0,0,0
ts80709,Another Life,2019,TV-MA,42,tt8369840,5.2,35108,0,0,0,0
tm413169,Peter Rabbit 2: The Runaway,2021,PG,93,tt8376234,6.2,10714,0,0,0,0
ts81757,The House of Flowers,2018,TV-MA,31,tt8387348,7.6,7722,0,0,0,0
tm501222,Twin Murders: The Silence of the White City,2019,,110,tt8393332,5.3,5251,0,0,0,0
tm410298,Samouni Road,2018,,129,tt8397524,6.7,160,0,0,0,0
ts81007,After Life,2019,TV-MA,28,tt8398600,8.5,124972,0,0,0,1
ts89881,Mr. Iglesias,2019,TV-14,29,tt8403536,7.1,6703,0,0,0,0
ts110637,Mortel,2019,TV-MA,52,tt8403570,6.5,1390,0,0,0,0
ts110635,Luna Nera,2020,TV-MA,45,tt8403622,6.0,2883,0,0,0,0
ts86413,AJ and the Queen,2020,TV-14,52,tt8404094,7.4,7961,0,0,0,0
ts88296,Ares,2020,TV-MA,29,tt8404520,5.7,4298,0,0,0,0
tm435520,The Two Popes,2019,PG-13,125,tt8404614,7.6,120871,0,1,0,0
tm477838,Disconnect,2018,,107,tt8413566,5.3,117,0,0,0,0
tm466084,Voulez-vous rire avec moi ce soir?,2018,,93,tt8413624,6.8,43,0,0,0,0
ts81120,The Last Dance,2020,TV-MA,50,tt8420184,9.1,108321,0,0,1,1
ts81294,Manifest,2018,TV-14,42,tt8421350,7.1,50145,0,0,0,0
ts83251,Magic for Humans,2018,TV-14,24,tt8425308,7.1,3316,0,0,0,0
tm350945,Posesif,2017,,102,tt8425410,7.4,920,0,0,0,0
tm430496,D.L. Hughley: Contrarian,2018,,58,tt8426270,6.6,606,0,0,0,0
tm432765,The Wind,2019,R,86,tt8426594,5.5,8078,0,0,0,0
tm433048,This Is the Night,2021,R,100,tt8430548,5.5,556,0,0,0,0
tm500565,Friendsgiving,2020,R,95,tt8431078,4.4,2782,0,0,0,0
ts77034,A Love So Beautiful,2017,TV-14,41,tt8434720,8.0,1386,0,0,0,0
tm417111,How to Get Over a Breakup,2018,,104,tt8435268,6.1,1972,0,0,0,0
tm677746,Bombay Rose,2019,PG-13,97,tt8435324,6.2,608,0,0,0,0
tm413955,A Fortunate Man,2018,,162,tt8436026,7.2,6093,0,0,0,0
tm419496,Lust Stories,2018,R,120,tt8439854,6.4,10725,0,0,0,0
tm457410,Money Trap,2019,,121,tt8442644,6.0,14221,0,0,0,0
tm454431,A Home with a View,2019,,92,tt8443432,5.9,294,0,0,0,0
tm413129,Goyo: The Boy General,2018,,155,tt8443480,6.7,799,0,0,0,0
tm414447,Dear Ex,2018,,99,tt8443704,7.3,6143,0,0,0,0
ts84135,The Inmate,2018,TV-MA,53,tt8452308,6.9,2641,0,0,0,0
ts76313,Sisters,2017,TV-14,36,tt8453436,7.5,1729,0,0,0,0
ts84985,Robozuna,2018,,22,tt8454808,6.6,92,0,0,0,0
tm834847,Seal Team,2021,,101,tt8456190,5.5,1240,0,0,0,0
tm445456,Pihu,2018,G,91,tt8458202,6.7,2411,0,0,0,0
tm409942,Shéhérazade,2018,,106,tt8459250,7.0,2195,0,0,0,0
ts88699,Northern Rescue,2019,TV-14,43,tt8462412,7.1,4105,0,0,0,0
tm420274,Hannah Gadsby: Nanette,2018,,69,tt8465676,8.1,12035,0,1,0,0
tm452996,"Ken Jeong: You Complete Me, Ho",2019,,62,tt8466562,5.7,2368,0,0,0,0
tm421161,W. Kamau Bell: Private School Negro,2018,,65,tt8467788,6.4,770,0,0,0,0
tm418894,Franco Escamilla: Por La Anécdota,2018,,66,tt8467922,6.9,302,0,0,0,0
tm438105,Into the Wind,2018,,76,tt8476276,4.2,42,0,0,0,0
ts80692,REA(L)OVE,2018,TV-MA,45,tt8477194,6.6,210,0,0,0,0
tm847008,Shine Your Eyes,2020,,102,tt8477336,6.4,313,0,0,0,0
ts90645,Drug Squad: Costa del Sol,2019,TV-MA,68,tt8478108,6.8,554,0,0,0,0
tm425138,Godzilla: The Planet Eater,2018,PG,90,tt8478602,5.0,4158,0,0,0,0
tm459742,Sword of Trust,2019,R,88,tt8484012,6.3,3558,0,0,0,0
ts83204,Million Pound Menu,2018,,59,tt8488494,6.5,563,0,0,0,0
tm421748,Ee Nagaraniki Emaindi,2018,,120,tt8490894,7.9,2817,0,0,0,0
tm446558,Hedefim Sensin,2018,,105,tt8493514,6.2,4384,0,0,0,0
ts81857,Club de Cuervos Presents: The Ballad of Hugo Sánchez,2018,TV-MA,32,tt8498114,6.4,816,0,0,0,0
ts82887,The Could've-Gone-All-the-Way Committee,2018,TV-14,24,tt8499662,6.8,102,0,0,0,0
ts84799,Victim Number 8,2018,,30,tt8500086,7.0,1994,0,0,0,0
tm458186,Komola Rocket,2018,,95,tt8506874,7.4,1017,0,0,0,0
ts82323,On Children,2018,,100,tt8507402,7.2,380,0,0,0,0
ts82631,Monkey Twins,2018,,53,tt8507498,7.9,92,0,0,0,0
tm369456,Fakkah Fuzz: Almost Banned,2018,,60,tt8507516,4.3,56,0,0,0,0
tm845489,His House,2020,,93,tt8508734,6.5,38870,0,0,0,0
ts87986,Dolly Parton's Heartstrings,2019,TV-14,67,tt8509922,7.6,2107,0,0,0,0
tm459527,Good Game: The Beginning,2018,PG-13,104,tt8510324,4.4,1796,0,0,0,0
tm838687,Holiday in the Wild,2019,,85,tt8510488,6.1,15053,0,0,0,0
tm407730,Target,2018,,93,tt8512320,3.9,496,0,0,0,0
tm416121,Kuntilanak,2018,,105,tt8512746,4.6,651,0,0,0,0
tm432838,Black Is Beltza,2018,,88,tt8512986,5.8,292,0,0,0,0
ts89130,If I Hadn't Met You,2018,TV-MA,52,tt8517780,7.7,2283,0,0,0,0
tm375729,Us and Them,2018,,120,tt8521758,7.4,4026,0,0,0,0
tm992260,Yes Day,2021,PG,86,tt8521876,5.7,23141,0,0,0,0
tm889679,Roped,2020,PG,90,tt8523028,5.4,1391,0,0,0,0
ts321758,Vagabond,2019,TV-MA,61,tt8523042,8.2,7544,0,0,0,0
tm458585,Dolemite Is My Name,2019,R,118,tt8526872,7.2,59836,0,1,0,0
ts80084,Dragon Pilot: Hisone and Masotan,2018,TV-14,24,tt8528256,6.9,494,0,0,0,0
tm450512,Pinky Memsaab,2018,,124,tt8529070,6.3,521,0,0,0,0
tm475339,Beats,2019,,109,tt8530978,6.3,5122,0,0,0,0
ts88608,Cricket Fever: Mumbai Indians,2019,TV-MA,38,tt8531592,7.2,699,0,0,0,0
tm465864,Hajwala 2: Mysterious Mission,2018,PG-13,115,tt8531618,4.0,91,0,0,0,0
ts41883,The K2,2016,TV-14,65,tt8535796,7.9,5615,0,0,0,0
tm447439,System Crasher,2019,,118,tt8535968,7.8,12699,0,1,0,0
tm367008,Katt Williams: Great America,2018,,60,tt8536972,6.2,940,0,0,0,0
ts286632,Why Are You Like This?,2021,,24,tt8540808,6.5,1480,0,0,0,0
tm499724,The Delivery Boy,2018,,66,tt8541826,6.2,74,0,0,0,0
tm1000147,Zone 414,2021,R,98,tt8545482,4.9,3878,0,0,0,0
ts83502,Ad Vitam,2018,TV-MA,52,tt8548830,6.4,1625,0,0,0,0
tm462277,Romeo Akbar Walter,2019,,139,tt8550208,6.6,5728,0,0,0,0
ts83407,Follow This,2018,TV-MA,18,tt8560884,4.9,710,0,0,0,0
ts81821,The Queen of Flow,2018,TV-MA,45,tt8560918,7.7,1202,0,0,0,0
ts82127,Sirius the Jaeger,2018,TV-MA,23,tt8565136,6.7,1883,0,0,0,0
tm430748,Neevevaro,2018,PG,130,tt8571410,6.9,809,0,0,0,0
tm419595,The Witch: Part 1. The Subversion,2018,,125,tt8574252,7.1,9862,0,0,0,0
ts85619,Hache,2019,TV-MA,45,tt8575476,6.5,1610,0,0,0,0
tm849004,Eurovision Song Contest: The Story of Fire Saga,2020,PG-13,123,tt8580274,6.5,91043,0,0,0,0
tm350116,B. A. Pass 2,2017,,136,tt8581230,2.2,475,0,0,0,0
tm420311,Ana e Vitória,2018,,115,tt8583378,6.4,604,0,0,0,0
ts85810,Al Hayba,2017,TV-PG,45,tt8585236,7.5,1201,0,0,0,0
ts82296,My ID is Gangnam Beauty,2018,TV-MA,63,tt8585954,7.4,3774,0,0,0,0
tm424162,Secrets in the Hot Spring,2018,,109,tt8587122,6.0,749,0,0,0,0
tm371952,Sarkar,2018,,164,tt8591968,7.0,18453,0,1,0,0
ts82500,Treehouse Detectives,2018,TV-Y7,24,tt8591984,7.6,93,0,0,0,0
ts58068,Inside the World's Toughest Prisons,2016,TV-MA,48,tt8594220,7.1,2747,0,0,0,0
tm426238,Pulang,2018,,120,tt8595708,6.7,594,0,0,0,0
ts84346,Falsa identidad,2018,TV-14,43,tt8598690,7.0,351,0,0,0,0
tm372610,Derren Brown: Miracle,2018,,73,tt8599562,6.5,1031,0,0,0,0
tm421560,Let's Dance,2019,,109,tt8599746,5.9,1381,0,0,0,0
tm460198,Catch.er,2017,,81,tt8607728,4.5,30,0,0,0,0
tm983723,The Sparks Brothers,2021,R,140,tt8610436,7.8,4416,0,0,0,0
ts4924,At Dolphin Bay,2003,TV-14,59,tt8612066,6.9,39,0,0,0,0
tm814734,Kidnapping Stella,2019,,89,tt8613876,4.9,5957,0,0,0,0
tm499045,Occupation: Rainfall,2020,R,128,tt8615822,5.6,14122,0,0,0,0
ts82424,13 Reasons Why: Beyond the Reasons,2017,TV-MA,42,tt8615966,6.2,322,0,0,0,0
tm421335,Jim Jefferies: This Is Me Now,2018,,70,tt8617844,7.3,3984,0,0,0,0
tm440255,The Plagues of Breslau,2018,,93,tt8618118,5.9,4942,0,0,0,0
tm927480,Kiss the Ground,2020,,84,tt8618654,8.2,6607,0,0,0,0
tm1004011,Time to Dance,2021,,107,tt8622232,2.2,950,0,0,0,0
tm1146751,Bahasha,2018,,85,tt8627254,7.0,23,0,0,0,0
tm498803,Spenser Confidential,2020,R,111,tt8629748,6.2,85270,0,0,0,0
tm845437,Disclosure,2020,,107,tt8637504,8.2,5301,0,0,0,0
ts89067,Love and Fortune,2018,TV-MA,69,tt8649316,7.3,547,0,0,0,0
ts88283,Wu Assassins,2019,TV-MA,44,tt8652642,6.4,12799,0,0,0,0
tm432022,Violet Evergarden: The Movie,2020,PG,140,tt8652818,8.3,5631,0,0,0,0
ts93981,Monarca,2019,TV-MA,44,tt8655736,7.8,3210,0,0,0,0
tm431349,Bulbul Can Sing,2019,,95,tt8659050,7.0,384,0,0,0,0
tm444043,Hometown Holiday,2018,,84,tt8659750,5.0,994,0,0,0,0
ts93947,Wrong Kind of Black,2018,TV-MA,16,tt8660874,7.7,148,0,0,0,0
tm445255,Qismat,2018,,140,tt8665634,8.1,3037,0,0,0,0
tm417488,Mama's Boy,2018,,104,tt8665900,6.1,987,0,0,0,0
tm446424,Christmas with a Prince,2018,,82,tt8667202,5.2,1627,0,0,0,0
tm426260,Si Doel the Movie,2018,,85,tt8669070,6.9,415,0,0,0,0
ts90596,Polly Pocket,2018,,13,tt8673042,5.9,119,0,0,0,0
ts82228,Cells at Work!,2018,TV-14,23,tt8673610,7.5,2206,0,0,0,0
tm918962,Fearless,2020,PG,89,tt8675288,4.9,1706,0,0,0,0
tm451548,The Fable,2019,,123,tt8676426,6.5,1689,0,0,0,0
ts81918,Sugar Rush,2018,TV-PG,51,tt8680560,7.0,1508,0,0,0,0
ts108593,The Unsettling,2019,TV-14,23,tt8680902,5.2,712,0,0,0,0
ts86940,COMEDIANS of the world,2019,TV-MA,30,tt8685446,6.5,450,0,0,0,0
ts88151,Quicksand,2019,TV-MA,46,tt8686106,7.5,21077,0,0,0,1
tm471288,Baby Mamas,2018,,93,tt8686460,6.6,63,0,0,0,0
ts81944,The Comedy Lineup,2018,TV-MA,18,tt8687584,5.9,457,0,0,0,0
tm431321,21 Bridges,2019,R,99,tt8688634,6.6,64117,0,0,0,0
ts82597,The Dragon Prince,2018,TV-Y7,27,tt8688814,8.4,21635,0,0,0,1
ts251067,The Baby-Sitters Club,2020,TV-G,27,tt8690518,7.3,3786,0,0,0,0
ts108621,Sky Rojo,2021,TV-MA,27,tt8690776,6.5,8569,0,0,0,0
ts81414,Meteor Garden,2018,TV-14,45,tt8690890,7.9,3921,0,0,0,0
ts89282,Toy Boy,2019,TV-MA,61,tt8693266,6.5,7371,0,0,0,0
ts84644,Westside,2018,TV-MA,47,tt8693758,6.0,168,0,0,0,0
ts82181,Back Street Girls: Goku Dolls,2018,TV-MA,24,tt8693818,6.6,815,0,0,0,0
ts82550,The Single Wives,2018,TV-MA,50,tt8694342,6.5,73,0,0,0,0
tm423761,Iliza Shlesinger: Elder Millennial,2018,,72,tt8697266,7.2,4033,0,0,0,0
ts82705,Cupcake & Dino - General Services,2018,TV-Y7,16,tt8697554,7.5,663,0,0,0,0
ts82361,ULTRAMAN,2019,TV-14,24,tt8699270,6.8,2025,0,0,0,0
tm498034,The Last Blockbuster,2020,,86,tt8704802,6.7,5350,0,0,0,0
tm824331,Can You Keep a Secret?,2019,,94,tt8707922,5.3,16049,0,0,0,0
tm438995,A Christmas Prince: The Royal Wedding,2018,PG,101,tt8709036,5.3,10658,0,0,0,0
ts82526,Narcos: Mexico,2018,TV-MA,56,tt8714904,8.4,80902,0,0,0,1
tm445735,Springsteen On Broadway,2018,,153,tt8716334,8.5,2178,0,0,0,0
tm452440,Cinderela Pop,2019,,94,tt8716800,4.5,1046,0,0,0,0
tm498444,Nimbe: The Movie,2019,,110,tt8718112,5.9,57,0,0,0,0
tm979026,"tick, tick... BOOM!",2021,PG-13,121,tt8721424,7.5,96418,0,1,0,0
tm946360,Really Love,2020,,95,tt8722624,6.0,807,0,0,0,0
tm444469,Eerie,2018,,101,tt8723216,4.6,2297,0,0,0,0
ts82560,Dark Tourist,2018,TV-MA,41,tt8725166,7.5,7158,0,0,0,0
tm425944,A Land Imagined,2019,,95,tt8726116,6.2,1289,0,0,0,0
tm470560,Circus of Books,2019,,92,tt8727582,7.1,4571,0,0,0,0
ts83070,72 Dangerous Animals: Asia,2018,TV-14,47,tt8728268,6.6,517,0,0,0,0
tm472195,Almost Love,2019,,94,tt8739582,5.7,1087,0,0,0,0
ts216679,Bridgerton,2020,TV-MA,62,tt8740790,7.3,122036,0,0,0,0
ts108385,Inventing Anna,2022,TV-MA,68,tt8740976,6.8,54105,0,0,0,0
tm946927,Dance Dreams: Hot Chocolate Nutcracker,2020,,80,tt8741182,7.0,339,0,0,0,0
ts108392,The Letter for the King,2020,TV-PG,47,tt8741648,5.9,7376,0,0,0,0
tm465724,See You Yesterday,2019,,87,tt8743064,5.2,10663,0,0,0,0
tm1198745,Marmaduke,2022,,88,tt8746404,3.0,276,0,0,0,0
tm922429,The Block Island Sound,2021,,103,tt8747160,5.3,7558,0,0,0,0
ts82559,Amazing Interiors,2018,TV-PG,26,tt8747342,6.6,797,0,0,0,0
tm908128,Chaman Bahar,2020,,111,tt8747450,7.0,6732,0,0,0,0
tm828318,Axone,2019,,96,tt8747548,6.9,2182,0,0,0,0
tm464509,K. D.,2019,,119,tt8747560,8.5,1750,0,0,0,0
ts82875,Switched,2018,TV-MA,39,tt8747882,7.1,1402,0,0,0,0
tm442805,My Travel Buddy 2,2018,PG-13,116,tt8748256,5.8,3217,0,0,0,0
tm455410,Grand-Daddy Day Care,2019,PG-13,91,tt8749922,4.9,864,0,0,0,0
tm454375,Benchwarmers 2: Breaking Balls,2019,PG-13,90,tt8750122,4.1,947,0,0,0,0
ts89958,Arthdal Chronicles,2019,,80,tt8750956,8.3,4200,0,0,0,0
tm430666,Hantu Kak Limah,2018,,111,tt8757960,5.6,677,0,0,0,0
ts83430,Smoking,2018,TV-MA,24,tt8758778,7.4,456,0,0,0,0
ts86279,Nailed It! Holiday!,2018,TV-PG,36,tt8760264,7.7,1086,0,0,0,0
tm414962,May the Devil Take You,2018,R,110,tt8765496,5.9,4209,0,0,0,0
tm430059,The Hows of Us,2018,,117,tt8769032,6.7,2695,0,0,0,0
tm313712,Mom,2017,,147,tt8771030,7.2,10320,0,1,0,0
ts224072,Self Made: Inspired by the Life of Madam C.J. Walker,2020,TV-MA,47,tt8771910,7.3,11586,0,0,0,0
ts84574,Salt Fat Acid Heat,2018,,40,tt8772088,7.7,2419,0,0,0,0
ts82843,The Curious Creations of Christine McConnell,2018,TV-PG,27,tt8773080,7.7,2391,0,0,0,0
ts83247,Stay Here,2018,TV-PG,32,tt8773338,7.4,1095,0,0,0,0
tm444821,5 Star Christmas,2018,,92,tt8775056,4.5,767,0,0,0,0
ts86165,The Society,2019,TV-MA,56,tt8778064,7.0,27693,0,0,0,0
tm427335,Freaks,2019,R,105,tt8781414,6.7,34111,0,0,0,0
tm496648,School Life,2019,,111,tt8783532,6.5,2563,0,0,0,0
ts107963,Restaurants on the Edge,2019,TV-14,46,tt8784324,6.7,972,0,0,0,0
