id,country,production_id
tm183037,DE,17
tm183037,IN,4
ts15986,GB,3
tm927033,CA,20
tm963023,IN,4
ts225101,KR,38
ts253288,US,2
tm922532,DE,17
ts252661,ES,18
ts88841,KR,38
tm1070032,DE,17
tm947555,US,2
ts252318,US,2
tm1066826,US,2
ts262246,GB,3
tm863808,ZA,37
tm863808,GB,3
ts262228,,26
tm357589,GB,3
tm357589,US,2
tm357589,FR,5
tm935993,TW,47
tm138672,US,2
ts262037,KR,38
tm101609,IN,4
tm166548,US,2
ts252341,US,2
ts255418,XX,69
ts252695,US,2
ts253722,US,2
tm43179,IN,4
ts252122,KR,38
tm1037704,US,2
tm929600,BR,23
ts252856,US,2
ts254600,US,2
ts254293,US,2
tm1039422,GB,3
ts254817,DE,17
ts328194,KR,38
tm135451,US,2
tm38454,US,2
ts261583,NG,48
tm929614,FR,5
ts89372,KR,38
tm927286,GB,3
ts256134,US,2
tm934040,US,2
ts254537,BR,23
tm1191224,PL,62
tm1102226,IT,11
ts254767,,26
tm974195,JP,9
ts273245,US,2
tm244149,US,2
tm960924,IN,4
tm1048362,DE,17
tm1048362,US,2
tm1037687,SE,42
tm1080114,US,2
tm935941,GB,3
ts225718,FR,5
tm990983,TR,28
ts260502,PT,75
ts260477,NO,24
tm960414,US,2
tm1092958,RO,76
tm1092958,US,2
tm960430,JP,9
tm931330,KR,38
tm938333,,26
ts253813,PT,75
tm1065788,TR,28
tm1003630,FR,5
tm1003630,US,2
ts255104,US,2
tm1003725,US,2
tm1003725,GB,3
tm1172010,,26
tm960145,FR,5
tm921230,ID,51
tm923612,JP,9
ts283676,US,2
tm1028026,IN,4
tm1088320,GB,3
tm938434,MY,34
tm1046026,NO,24
ts254592,US,2
tm937265,MX,27
tm140653,HK,13
ts76645,US,2
tm959213,PH,50
tm130574,US,2
ts254916,,26
tm958984,,26
tm943808,AR,12
tm945435,,26
tm945831,US,2
tm945168,EG,1
tm945168,US,2
ts286317,US,2
ts58025,US,2
ts255880,US,2
tm937044,FR,5
tm958688,TR,28
tm1049265,PL,62
ts21740,JP,9
tm954303,ES,18
tm954303,CO,30
ts255037,US,2
ts251028,TW,47
tm977464,,26
tm155774,DE,17
tm155774,KW,55
tm155774,PS,21
tm155774,FR,5
tm944631,MX,27
tm957903,US,2
ts269844,IN,4
tm957792,,26
tm101334,US,2
tm183523,US,2
ts255486,JP,9
ts258415,DK,40
tm943718,US,2
tm56428,CA,20
tm145243,IN,4
ts258321,US,2
tm1038857,GB,3
tm1038857,US,2
ts255809,AR,12
tm918258,AR,12
tm918258,CO,30
ts258169,US,2
tm943771,IE,25
tm943771,US,2
tm954606,DE,17
tm1000296,CN,54
tm134407,IN,4
ts268560,KR,38
ts257873,AU,19
tm944331,US,2
tm176630,US,2
ts304058,FR,5
tm946604,AT,49
ts255823,PH,50
ts94470,,26
ts257817,IN,4
tm880822,JP,9
tm945825,US,2
tm998899,CM,77
tm34924,HK,13
ts257504,ES,18
tm1073555,IN,4
tm1040671,IT,11
ts256072,US,2
ts256309,AU,19
ts256297,TW,47
ts343432,TR,28
ts257345,TR,28
ts328605,TR,28
ts313781,TR,28
tm1029314,TR,28
tm948607,CA,20
ts257315,US,2
tm984018,US,2
ts257301,CA,20
ts257271,ES,18
ts273229,ES,18
tm1043290,ES,18
tm1108648,ES,18
tm997608,ES,18
ts330132,ES,18
tm947446,PH,50
ts257243,US,2
tm144835,US,2
tm1115392,IN,4
tm1178876,NO,24
ts316965,US,2
ts317297,JP,9
tm949267,AR,12
tm946801,BR,23
tm926580,JP,9
ts312071,JP,9
ts273485,JP,9
ts256311,JP,9
ts283284,IN,4
ts256606,US,2
ts256710,US,2
tm1063034,US,2
tm138497,CA,20
tm1004219,,26
ts256764,CN,54
ts256764,US,2
tm1049290,PL,62
tm881587,ID,51
tm915354,TW,47
tm34846,JP,9
ts268890,KR,38
tm985215,PH,50
tm957567,DE,17
tm1005077,,26
tm88045,US,2
tm980439,,26
tm977997,US,2
tm1005109,KR,38
tm941382,JP,9
tm973536,US,2
ts271867,KR,38
ts274575,US,2
tm981675,US,2
tm1005937,NG,48
tm1038364,TH,46
tm975398,DE,17
ts269073,IN,4
ts269280,ZA,37
tm981956,US,2
tm1006127,US,2
tm92977,IN,4
ts331448,ES,18
tm982018,US,2
tm975765,BR,23
ts268508,GB,3
tm1120509,US,2
tm1018418,US,2
tm977184,US,2
tm977772,,26
ts268648,BR,23
ts269442,,26
ts275111,US,2
ts269740,ZA,37
ts268608,GB,3
ts301999,PL,62
tm976797,,26
tm1031976,IN,4
tm152413,MY,34
tm1020293,SA,45
ts282291,IT,11
ts31593,KR,38
tm130647,US,2
tm130647,CA,20
tm130647,FR,5
tm982569,US,2
tm977620,JP,9
tm977782,CA,20
tm1109843,IN,4
tm983849,,26
tm1020701,MX,27
ts269157,FR,5
ts297729,,26
ts269286,ES,18
ts270439,US,2
tm981451,GB,3
tm981451,US,2
ts269501,AR,12
ts288832,US,2
tm1020851,US,2
tm1020851,AU,19
tm1049317,CN,54
tm984935,,26
tm982887,US,2
tm980657,CN,54
tm980657,TW,47
tm1018592,ID,51
ts269690,US,2
tm981770,,26
tm925702,SG,74
tm1120543,US,2
tm982100,US,2
ts269493,US,2
ts269676,US,2
tm1092892,US,2
tm1092892,CN,54
ts271321,KR,38
tm983668,BE,14
tm983668,GB,3
tm983668,DE,17
tm987599,US,2
ts29800,US,2
tm983466,US,2
tm136257,US,2
tm136257,GH,15
ts271413,US,2
ts268997,TW,47
ts310057,US,2
ts270616,US,2
tm993616,SA,45
ts277126,IL,65
ts270405,US,2
ts271025,US,2
tm244274,US,2
tm831387,KR,38
tm996996,FR,5
ts270807,KR,38
ts269881,JP,9
tm1119136,TH,46
tm1011188,NL,41
tm1011248,,26
tm988879,FR,5
tm1111595,US,2
ts272515,FR,5
ts21688,KR,38
ts225162,US,2
ts271048,,26
ts268835,KR,38
tm1102891,TR,28
tm142153,IN,4
tm988801,ID,51
tm986700,PL,62
tm1106212,ID,51
ts270465,IT,11
tm103133,IN,4
ts306322,SE,42
tm976632,IN,4
tm92641,GB,3
tm92641,US,2
tm93055,US,2
tm1021689,,26
tm181092,IN,4
tm823350,BR,23
tm988613,IN,4
tm975741,CN,54
tm975741,GB,3
tm1013111,ES,18
ts268099,US,2
ts314962,IT,11
tm985712,US,2
ts271593,US,2
ts76771,US,2
tm1013697,NG,48
ts270798,KR,38
tm989672,US,2
tm834653,EG,1
tm834653,SA,45
tm1166020,FR,5
tm1077201,BE,14
tm1077201,FR,5
tm843345,KR,38
tm843345,US,2
ts271595,US,2
tm991351,GB,3
ts223115,TH,46
tm1000185,PL,62
ts287853,BE,14
ts287853,LU,61
ts272422,US,2
tm995613,,26
tm1014599,NG,48
tm101249,US,2
tm102740,US,2
tm989502,KR,38
tm322243,CA,20
tm322243,US,2
tm74848,CA,20
tm74848,US,2
tm103095,CN,54
tm103095,HK,13
tm1014947,DK,40
tm1014947,IS,43
ts273317,IN,4
ts272980,GB,3
tm1015103,,26
ts275448,KR,38
ts279953,KR,38
ts286386,US,2
ts236347,JP,9
tm1015303,,26
tm139349,US,2
tm130999,IN,4
tm1015884,ZA,37
tm998858,US,2
tm95507,IN,4
tm1001267,RU,64
tm1001267,US,2
ts272092,US,2
tm988736,,26
tm942277,IL,65
tm942277,US,2
tm96168,IN,4
ts280892,IT,11
ts36630,US,2
ts281062,NO,24
ts272366,US,2
tm101540,IN,4
ts38718,CA,20
tm1141594,US,2
ts317709,PL,62
ts273436,US,2
tm1141923,US,2
ts21695,KR,38
tm167232,GB,3
tm167232,FR,5
tm167232,DE,17
ts270742,KR,38
ts287703,KR,38
tm1024535,VN,78
tm1017664,IT,11
tm1000599,BR,23
tm1038025,ZA,37
ts241486,JP,9
ts272669,US,2
tm999927,MX,27
ts273275,US,2
tm90190,US,2
tm985747,TW,47
ts21247,US,2
ts272939,US,2
tm1001108,US,2
tm1160484,,26
ts273100,US,2
tm1038096,BR,23
tm1003261,US,2
ts285106,,26
tm1119272,US,2
tm1002869,GB,3
tm1002869,IT,11
ts282876,ES,18
tm1025318,IN,4
tm996316,,26
tm1025493,IN,4
tm1025616,,26
tm1003376,BR,23
tm1003353,US,2
ts271604,JP,9
tm170758,US,2
tm1182144,ES,18
ts285874,ES,18
tm1185388,IT,11
ts343430,FR,5
tm154802,IN,4
tm1018890,US,2
ts311915,MX,27
ts283528,CA,20
tm1159163,US,2
ts288540,IN,4
ts283610,IN,4
tm1000797,JP,9
ts283614,FR,5
ts283614,IT,11
ts283639,IN,4
ts320075,IN,4
ts289620,IN,4
tm1033803,IN,4
tm1080252,BR,23
ts282214,TH,46
ts288472,KR,38
ts225855,KR,38
ts282840,US,2
ts289757,IN,4
tm140342,AU,19
tm140342,US,2
ts289982,TH,46
ts289261,US,2
ts271720,JP,9
tm147686,US,2
ts285471,US,2
tm1043655,NG,48
tm104880,US,2
tm1097142,EG,1
ts306135,,26
tm1029256,NL,41
tm1029256,BE,14
tm100688,ES,18
tm100688,FR,5
tm100688,MX,27
ts23808,US,2
ts284702,US,2
tm1119015,JP,9
tm1092309,JP,9
tm1026043,KE,79
tm1137862,IT,11
ts296825,FR,5
tm1052498,US,2
ts61384,US,2
ts290643,JP,9
tm98475,IN,4
tm1029279,US,2
tm1096775,US,2
tm174683,GB,3
tm174683,US,2
tm159796,CA,20
tm159796,FR,5
tm1053409,ZA,37
tm1102868,PL,62
ts226392,PL,62
tm1068632,PL,62
tm1083068,PL,62
tm1110389,CA,20
tm1031448,US,2
ts285470,US,2
ts285469,US,2
tm1030283,US,2
ts291150,BE,14
tm1054462,PL,62
tm1031186,ES,18
tm996010,IT,11
tm996040,IT,11
ts1893,GB,3
ts291718,US,2
tm1144897,TR,28
tm1165118,TR,28
tm1040733,US,2
tm1031499,BR,23
ts286218,CN,54
tm98975,IN,4
tm1102570,,26
ts8308,US,2
ts300456,US,2
tm72140,US,2
tm1055586,,26
tm979688,JP,9
tm1177856,PE,22
tm1177856,ES,18
tm1040816,PH,50
ts292270,,26
tm69386,GB,3
tm97325,IN,4
tm1001619,TW,47
ts292446,IN,4
ts297247,US,2
ts288744,KR,38
tm1107225,ES,18
tm1164962,FR,5
tm1164962,BE,14
tm102848,IN,4
tm1195032,IN,4
ts287941,KR,38
tm1152224,TR,28
ts287294,US,2
ts287687,IO,70
ts293103,CO,30
tm1082795,CO,30
tm1120855,US,2
ts287729,IN,4
ts293346,US,2
tm95238,US,2
tm95238,CA,20
ts288005,KR,38
ts297483,KR,38
ts317720,US,2
ts341760,AU,19
tm1110212,ZA,37
tm1041543,US,2
tm1079334,US,2
tm1079334,NL,41
tm1037800,AR,12
tm1166015,IT,11
ts317423,ES,18
ts70843,TW,47
tm1038686,US,2
tm1045603,MX,27
ts293814,,26
ts280693,,26
tm1039168,IN,4
ts288997,US,2
tm180599,US,2
tm160621,US,2
tm1059008,CO,30
tm1066324,,26
tm1141439,US,2
ts283159,HK,13
ts287838,KR,38
tm1047190,GB,3
tm1047190,US,2
ts311989,US,2
tm861018,KR,38
tm843408,,26
tm1040688,AF,80
tm1045883,ZA,37
ts288544,JP,9
tm1045018,NG,48
tm1045018,CA,20
ts286731,JP,9
tm1120902,DE,17
tm882700,ES,18
ts287741,US,2
tm244325,GB,3
tm244325,DE,17
ts320335,BR,23
tm171292,US,2
tm171292,CA,20
ts287976,SE,42
ts296129,ES,18
ts296091,ES,18
ts296059,ES,18
ts296069,ES,18
ts287802,ZA,37
ts288087,GB,3
tm1044137,US,2
ts309676,US,2
ts315041,KR,38
tm837802,BR,23
tm475638,BR,23
ts20535,US,2
ts319303,JP,9
ts288064,MX,27
tm986017,TW,47
tm1129394,US,2
ts301914,KR,38
ts296081,FR,5
ts296698,,26
ts297846,IT,11
tm998544,PH,50
ts288545,US,2
tm115973,IN,4
tm1046969,LB,10
ts243256,US,2
tm810494,KR,38
tm144263,IN,4
tm147494,JP,9
tm1158704,US,2
tm1165983,GB,3
ts289364,US,2
ts296179,MX,27
ts20917,US,2
ts296214,US,2
tm1102151,JP,9
ts4866,TW,47
ts296201,BR,23
ts298837,,26
tm134235,JP,9
ts250998,NL,41
tm174256,CA,20
tm174256,US,2
ts299865,US,2
tm1064532,TH,46
tm1063339,KR,38
tm1064193,MX,27
tm1040832,PH,50
tm244207,US,2
tm1064988,HK,13
tm1179579,TR,28
ts328617,BR,23
ts299321,US,2
tm1068692,BR,23
tm1110527,NL,41
ts297675,,26
tm344173,US,2
tm1041549,NG,48
ts296563,CN,54
ts297065,US,2
ts294338,US,2
ts294338,GB,3
tm1068777,MX,27
ts297763,US,2
ts301196,GB,3
tm1150385,GB,3
ts251061,CN,54
tm1183542,IN,4
tm999817,CN,54
tm1063790,CM,77
ts331654,MX,27
ts301609,BR,23
ts301625,PL,62
tm1083293,US,2
tm1074764,DE,17
ts300274,US,2
ts299874,,26
tm1080406,US,2
tm1068348,,26
ts343251,KR,38
ts21967,CA,20
ts21967,US,2
ts82298,KR,38
ts302714,AR,12
ts304709,US,2
tm1094060,US,2
tm1077013,GB,3
tm1082314,US,2
ts23797,TW,47
ts303513,CL,39
tm1082359,GB,3
tm1084481,US,2
ts330347,PL,62
ts317078,JP,9
tm1091155,US,2
tm1082515,US,2
ts302058,MX,27
tm1084966,,26
tm323616,,26
tm1098514,TW,47
tm235979,IN,4
ts302489,US,2
tm1026240,JP,9
ts306188,CA,20
tm323262,JP,9
ts296581,US,2
tm944307,TR,28
ts319412,KR,38
tm976168,AU,19
ts321513,KR,38
tm1068720,NG,48
tm178201,US,2
tm178201,GB,3
ts14102,CA,20
ts304053,US,2
tm1102410,,26
ts305254,,26
ts305263,US,2
ts305264,US,2
ts302056,US,2
tm1087932,DE,17
ts9,US,2
ts310331,US,2
tm992279,BR,23
ts306510,KR,38
tm1094069,FR,5
ts305732,US,2
ts302570,BR,23
tm675154,IN,4
tm143510,IN,4
ts17028,JP,9
tm1095880,US,2
ts58225,US,2
ts305890,MX,27
tm1091284,IN,4
ts287149,US,2
ts307649,US,2
tm1091956,PH,50
tm1091956,FO,81
ts6644,DK,40
ts307973,US,2
ts42038,US,2
ts306203,,26
tm1093287,,26
ts308511,BR,23
ts308516,ZA,37
tm1099969,ZA,37
ts30313,AU,19
ts304468,KR,38
tm1108010,FR,5
tm1127479,IN,4
tm106278,US,2
ts308053,US,2
ts328317,IT,11
tm1822,US,2
tm1822,JP,9
tm1096880,,26
tm1152323,,26
tm1096769,US,2
ts309235,FR,5
ts304690,TH,46
ts306068,IT,11
ts330289,BR,23
tm1102856,DE,17
tm272060,BE,14
tm272060,FR,5
tm272060,GB,3
ts310628,AU,19
ts308002,MX,27
ts307745,ES,18
ts307981,US,2
tm1104252,US,2
ts308845,DE,17
tm1049155,FI,67
tm1099320,US,2
tm1099320,GB,3
ts308838,,26
ts321437,JP,9
tm421437,NL,41
tm266844,US,2
tm237621,NG,48
tm1106551,FR,5
ts310335,ES,18
ts84785,US,2
tm1104532,US,2
ts310376,US,2
tm1119455,US,2
ts282133,FR,5
ts317144,US,2
tm1107850,,26
tm1107848,,26
ts328541,GB,3
tm1179973,GB,3
tm1106888,TR,28
tm1106900,,26
ts311791,KR,38
ts312200,ES,18
ts308689,NL,41
tm1119331,FR,5
tm888080,US,2
tm1108321,US,2
tm1118822,US,2
tm1088545,NG,48
ts14520,US,2
ts315144,US,2
ts314395,,26
ts268102,KR,38
tm1107063,KR,38
tm1122095,NG,48
tm1111559,MX,27
ts320407,JP,9
ts312094,JP,9
tm1115800,US,2
ts313668,IT,11
tm1107912,TW,47
tm182125,IN,4
tm160433,US,2
tm1108621,IT,11
ts313902,DE,17
ts313849,,26
ts72196,US,2
ts315611,US,2
ts315611,BR,23
ts314135,US,2
tm161802,NO,24
tm161802,SE,42
tm161802,US,2
tm1076198,IT,11
tm166064,US,2
tm1118234,FR,5
tm1120636,US,2
ts319464,,26
tm184608,US,2
ts314594,US,2
tm1124066,MX,27
tm420800,FR,5
tm1119172,AU,19
tm1119172,US,2
tm1130995,US,2
ts317522,DE,17
ts307816,KR,38
tm1131061,CA,20
tm1131061,GB,3
ts314963,,26
tm99450,IN,4
tm91176,NG,48
tm91176,US,2
ts317064,ES,18
ts316882,MX,27
ts302653,TW,47
tm1120766,FR,5
tm1120766,BE,14
ts6506,CA,20
ts6506,HU,66
ts6506,US,2
tm1128292,,26
tm1130275,US,2
tm1125844,TH,46
ts72322,CO,30
tm1092995,GB,3
tm1114205,NG,48
tm1116525,BR,23
ts20660,US,2
tm101684,TR,28
tm166973,US,2
tm1131374,,26
tm1131382,,26
tm922943,AU,19
tm1130264,,26
ts317612,JP,9
tm160132,US,2
ts317422,US,2
ts288861,TH,46
tm1131895,PH,50
tm158304,US,2
tm158304,AE,53
tm165995,US,2
tm95434,HK,13
tm1111616,PL,62
ts320426,US,2
ts30311,US,2
tm164877,US,2
tm164877,ES,18
tm182026,IN,4
tm157085,GB,3
ts11,GB,3
ts297685,TH,46
tm1150256,US,2
tm106625,IN,4
ts311958,KR,38
tm1129217,MX,27
tm1141346,,26
tm407349,BR,23
tm92671,HK,13
ts319460,GB,3
tm40319,US,2
tm170442,US,2
ts315551,ES,18
tm1121084,PH,50
tm441231,US,2
tm35700,IN,4
tm174289,US,2
tm1127511,PH,50
ts317526,US,2
tm172716,US,2
tm166740,IN,4
tm1121098,PH,50
tm165259,US,2
ts319608,BR,23
tm1132176,GB,3
ts315549,ES,18
tm890013,BR,23
ts320183,KR,38
ts322506,US,2
tm179451,IN,4
tm1134006,GB,3
tm1134006,US,2
ts30288,JP,9
ts320557,ES,18
ts319333,US,2
ts312241,US,2
tm1137051,JP,9
tm68272,US,2
ts320872,DE,17
tm1137797,,26
tm219276,US,2
ts30083,JP,9
ts224891,JP,9
tm103732,IN,4
tm1146393,AR,12
ts320302,BR,23
ts320302,US,2
tm1141663,TR,28
tm1143058,PL,62
tm134967,US,2
ts321966,GB,3
ts1475,DK,40
ts325756,SG,74
ts320502,US,2
ts21544,US,2
tm99776,US,2
tm178211,US,2
tm881575,US,2
tm881575,ES,18
ts178360,CO,30
tm91323,IN,4
tm172504,NL,41
tm172504,US,2
tm172504,AE,53
tm172504,PS,21
tm1147172,US,2
ts321084,IT,11
tm1147041,NG,48
tm1146635,JP,9
tm175346,US,2
tm356563,NZ,31
tm356563,GB,3
tm356563,DE,17
tm1165179,MY,34
tm161904,US,2
ts40702,SG,74
tm434883,GB,3
tm1150727,IN,4
tm639940,US,2
tm143474,US,2
tm366820,US,2
ts327074,US,2
ts20457,US,2
tm1162608,MX,27
ts11794,US,2
ts11794,GB,3
ts11794,CA,20
tm1150872,US,2
tm96037,JP,9
tm48239,IN,4
tm1165244,PL,62
ts34737,MX,27
ts322267,BR,23
tm32982,GB,3
tm32982,US,2
ts326029,CO,30
ts30356,GB,3
tm205870,FR,5
tm227029,ES,18
tm97982,IN,4
tm1159947,,26
tm1159298,,26
tm1159301,US,2
tm1159300,,26
tm308960,GB,3
tm168751,LB,10
ts34740,US,2
ts34740,CA,20
tm50798,FR,5
tm174518,IN,4
tm361958,NG,48
tm244175,GB,3
tm244175,US,2
tm244175,CZ,36
tm1161223,IE,25
tm1161223,GB,3
tm159593,IN,4
ts53249,US,2
tm340006,JP,9
tm142856,US,2
ts36836,US,2
tm465421,KR,38
ts21511,CA,20
ts21511,US,2
ts302363,KR,38
tm161804,TR,28
tm1165219,US,2
tm166810,IN,4
ts297132,TW,47
ts39112,CA,20
tm437221,US,2
tm91046,EG,1
tm37153,US,2
tm172883,IN,4
ts34087,JP,9
ts331680,US,2
tm176128,HK,13
tm100106,PH,50
tm38013,IN,4
tm93612,JP,9
tm57610,IN,4
tm1166429,BR,23
tm169422,US,2
tm365122,US,2
tm365122,AE,53
ts9246,JP,9
tm178555,IN,4
tm1171107,US,2
tm1171107,GB,3
ts38159,FR,5
ts329699,US,2
tm1168932,,26
ts20556,US,2
tm154797,CA,20
tm154797,KR,38
ts329700,US,2
tm39313,US,2
tm143085,MX,27
tm143085,ZA,37
tm143085,US,2
tm172710,US,2
ts329711,SA,45
ts311987,US,2
ts329885,FR,5
tm162592,EG,1
ts20564,US,2
ts331449,BR,23
ts330422,US,2
tm1160938,JP,9
ts330012,IN,4
ts292662,US,2
tm1174856,,26
ts330425,US,2
ts33338,GB,3
tm924991,TH,46
tm924991,US,2
ts330402,US,2
tm1174920,,26
tm1174919,,26
ts21580,US,2
tm180532,IN,4
ts42294,US,2
ts331681,US,2
ts333834,US,2
tm1179176,IT,11
tm178106,IN,4
tm155102,GB,3
tm155102,US,2
tm104349,KR,38
ts342479,CA,20
ts34921,JP,9
tm41792,US,2
tm630933,US,2
ts312044,,26
tm1185360,US,2
ts6,US,2
tm239091,CA,20
tm239091,HU,66
tm239091,MX,27
tm239091,ES,18
tm239091,GB,3
tm239091,US,2
tm1185687,ZA,37
tm1183575,KR,38
tm57382,AU,19
tm420826,US,2
tm174190,US,2
ts21599,US,2
tm172353,IN,4
tm299741,GB,3
tm176111,CN,54
tm176111,HK,13
ts20458,DK,40
ts20458,US,2
tm1185568,CO,30
ts342732,US,2
ts288536,GB,3
ts74765,IN,4
tm238748,US,2
tm233377,US,2
tm1043537,GB,3
tm1043537,US,2
tm346943,US,2
ts23752,JP,9
tm1187638,US,2
ts23835,RU,64
tm167241,IN,4
ts314164,KR,38
tm981945,GB,3
tm981945,CA,20
ts343426,ZA,37
ts343426,US,2
tm1185421,,26
ts344184,US,2
tm1185506,PL,62
ts343599,GB,3
ts340376,CO,30
tm1185374,US,2
tm1185367,US,2
tm161632,US,2
ts312984,KR,38
tm171042,US,2
tm161282,US,2
ts7708,JP,9
tm169053,IN,4
ts345779,US,2
tm178234,AE,53
tm178234,LB,10
tm177958,IN,4
tm139590,HK,13
tm181533,US,2
ts321614,US,2
tm71148,US,2
tm177258,IN,4
tm160021,CN,54
tm160021,HK,13
tm1188819,DE,17
tm628693,IN,4
tm1191019,,26
ts346500,GB,3
ts346034,US,2
tm1191860,US,2
tm164353,IN,4
tm69915,IN,4
tm120072,US,2
tm175909,IN,4
tm30278,IN,4
ts20500,NO,24
tm1200703,,26
ts36647,DK,40
tm65765,US,2
ts346959,US,2
tm869373,JP,9
tm52062,US,2
tm172211,ID,51
tm62210,JP,9
tm176864,US,2
tm176864,DE,17
tm176864,GB,3
tm143227,US,2
ts8175,GB,3
tm187979,US,2
tm1204412,PE,22
tm177044,JP,9
tm316414,US,2
tm149578,US,2
tm204163,US,2
tm181270,US,2
tm139545,US,2
tm166628,US,2
tm74031,IN,4
ts42914,FR,5
ts11151,JP,9
tm37573,HK,13
tm165932,IN,4
tm159623,PH,50
tm181081,GB,3
tm181081,AU,19
tm181081,CH,59
tm181856,US,2
ts34151,JP,9
tm182586,KR,38
tm315255,CN,54
tm315255,HK,13
tm59289,IN,4
ts44663,FR,5
tm68436,IN,4
ts20790,US,2
tm164090,US,2
tm140877,US,2
tm140877,GB,3
ts278,GB,3
tm181366,LB,10
tm212927,US,2
tm169128,US,2
tm184511,IN,4
ts32835,JP,9
tm204035,US,2
tm176481,IN,4
tm44615,IN,4
tm39606,IN,4
ts20281,US,2
ts27468,US,2
tm183176,AU,19
tm140843,US,2
tm40860,US,2
ts27835,US,2
tm145655,US,2
tm168400,US,2
tm171228,US,2
tm267112,FR,5
tm34142,IN,4
tm34746,IN,4
tm176900,IN,4
ts21081,CO,30
ts20280,US,2
ts17598,US,2
tm471878,PT,75
tm471878,US,2
tm224577,NG,48
ts281927,GB,3
tm182322,IN,4
tm53034,US,2
ts27680,GB,3
tm132273,US,2
tm180572,US,2
tm51412,US,2
tm175753,IN,4
ts26776,JP,9
ts76614,JP,9
tm63368,PS,21
tm443615,GB,3
tm29400,PH,50
tm69694,EG,1
tm56296,US,2
ts19165,US,2
tm53360,IN,4
tm183805,IN,4
tm72845,US,2
tm374313,ZA,37
tm374313,GB,3
ts20429,JP,9
tm42306,IN,4
ts54102,US,2
tm186408,IN,4
tm66725,IN,4
tm120108,US,2
tm120108,CN,54
ts37864,CN,54
tm177224,IN,4
tm167342,IN,4
tm47171,IN,4
tm56734,GB,3
tm56734,NG,48
tm28171,US,2
tm182429,US,2
ts43341,JP,9
ts20097,US,2
tm60844,JP,9
ts21806,US,2
ts9794,US,2
tm186054,IN,4
ts18551,GB,3
tm165504,CN,54
tm165504,HK,13
tm53829,US,2
tm147913,IN,4
tm610571,IN,4
tm349800,US,2
tm158692,IN,4
ts167724,GB,3
tm183039,US,2
tm71992,IN,4
ts22249,JP,9
tm33601,XX,69
tm168685,KR,38
tm38064,JP,9
tm167944,JP,9
tm180738,IN,4
tm167107,IN,4
tm54371,IN,4
tm48579,US,2
ts20823,US,2
tm143363,IN,4
ts35282,CA,20
tm469911,AT,49
tm59590,JP,9
tm175812,IN,4
tm152843,CA,20
tm252609,NG,48
tm434202,GB,3
ts299485,ES,18
ts299485,US,2
tm244148,GB,3
tm244148,US,2
tm38331,PH,50
ts58137,US,2
ts58137,CA,20
ts58137,JP,9
tm143299,IN,4
tm53395,US,2
tm300615,US,2
tm151447,GB,3
tm151447,US,2
tm161525,CA,20
tm161525,CL,39
tm161525,US,2
ts87242,US,2
tm242276,IN,4
tm185736,US,2
tm57256,IN,4
tm219259,CA,20
tm208713,IN,4
ts27586,JP,9
tm151807,US,2
ts21869,US,2
ts35682,AU,19
ts20110,GB,3
ts57850,US,2
tm219248,US,2
tm161562,US,2
tm161562,DK,40
tm37175,US,2
tm1082564,US,2
tm136601,US,2
tm171929,US,2
tm144121,US,2
tm214825,US,2
tm444017,US,2
tm187390,GB,3
tm187390,US,2
tm187390,EG,1
ts32060,US,2
ts6879,CL,39
tm515157,US,2
tm54780,JP,9
tm31739,US,2
ts296046,FR,5
ts33590,US,2
ts16117,TR,28
tm49451,US,2
ts34066,AU,19
tm239286,US,2
tm31948,KR,38
tm137693,US,2
ts39093,US,2
ts20682,JP,9
tm327199,US,2
ts42062,FR,5
ts67797,US,2
tm245176,IQ,82
tm245176,GB,3
tm243100,US,2
tm34646,PH,50
tm60213,PH,50
tm139564,US,2
tm142630,IN,4
ts2727,GB,3
tm137002,IN,4
ts20824,US,2
ts19779,US,2
tm179328,XX,69
tm134516,CN,54
ts8146,US,2
ts44064,TW,47
tm175577,NG,48
tm154729,IN,4
tm179248,IN,4
ts36631,US,2
ts20248,US,2
ts32218,US,2
tm162259,US,2
tm135307,US,2
tm185208,US,2
tm185208,BR,23
tm244519,CN,54
tm244519,US,2
tm244519,CA,20
tm176553,NG,48
tm176553,US,2
tm221883,CA,20
tm374132,US,2
ts521,US,2
ts1639,US,2
tm139841,GB,3
tm139841,US,2
tm139841,CA,20
tm143757,US,2
tm186161,IN,4
tm188290,PH,50
tm321627,AU,19
tm178513,IN,4
tm171891,IN,4
ts34074,KR,38
tm185797,IN,4
tm166723,PH,50
ts20310,US,2
ts39604,TW,47
ts53641,US,2
tm598375,IN,4
tm159362,US,2
tm175954,US,2
tm182275,PS,21
tm183002,IN,4
tm150033,JP,9
tm139194,US,2
tm139194,CA,20
tm226948,US,2
tm151663,US,2
tm169054,IN,4
tm172027,TR,28
tm230551,HK,13
tm230551,CN,54
tm234292,MX,27
tm246810,IN,4
tm180643,CA,20
tm180643,US,2
tm320144,IN,4
tm260272,US,2
tm171965,US,2
tm147908,IN,4
ts20709,JP,9
tm159296,IN,4
ts20336,ES,18
tm285340,US,2
tm348010,US,2
tm183706,BR,23
tm219173,US,2
tm155291,IN,4
ts161737,US,2
tm436844,US,2
tm157681,PS,21
tm169294,PH,50
tm151927,IN,4
tm182227,US,2
ts20837,US,2
ts87953,US,2
tm169669,PH,50
ts36127,US,2
ts2161,FI,67
tm205684,NG,48
tm188108,US,2
ts8,US,2
tm183654,HK,13
